,batting_team,bowling_team,city,current_score,pp,balls_left,wickets_left,crr,Top_Order,Middle_Order,Lower_Order,Tail,Pressure,Aggression_Mode,last_five,Death_Overs,runs_x
41342,Australia,Pakistan,Dubai,31,1,89,8,6.0,0,1,0,0,1,0,29.0,0,89
14055,India,New Zealand,Mount Maunganui,144,0,9,7,7.783783783783784,0,1,0,0,0,0,40.0,1,163
52662,South Africa,Sri Lanka,Johannesburg,107,0,17,3,6.233009708737864,0,0,0,1,1,0,33.0,1,113
10560,Pakistan,Australia,Dubai,131,0,8,5,7.017857142857143,0,0,1,0,0,0,32.0,1,147
24174,Australia,Sri Lanka,Nottingham,68,0,64,7,7.285714285714286,0,1,0,0,0,0,24.0,0,159
30741,New Zealand,Australia,Christchurch,158,0,25,5,9.978947368421053,0,0,1,0,0,1,74.0,1,214
5046,England,India,Bristol,90,0,75,10,12.0,1,0,0,0,0,1,63.0,0,198
5460,Sri Lanka,Pakistan,Abu Dhabi,83,0,31,3,5.595505617977528,0,0,0,1,1,0,26.0,0,102
39127,West Indies,Australia,St Lucia,36,1,89,9,6.967741935483871,1,0,0,0,1,0,35.0,0,150
23728,England,West Indies,Trinidad,117,0,12,2,6.5,0,0,0,1,1,0,21.0,1,121
28252,Australia,Pakistan,St Lucia,107,0,47,8,8.794520547945206,0,1,0,0,0,1,50.0,0,191
31807,England,Pakistan,Dubai,39,0,83,9,6.324324324324325,1,0,0,0,1,0,33.0,0,148
4232,New Zealand,West Indies,Mount Maunganui,190,0,26,9,12.127659574468085,1,0,0,0,0,1,63.0,1,243
51243,England,Pakistan,Dubai,150,0,7,6,7.964601769911504,0,0,1,0,0,1,55.0,1,160
7156,Bangladesh,India,Colombo,41,0,83,7,6.648648648648648,0,1,0,0,1,0,31.0,0,166
21093,Bangladesh,Pakistan,Cape Town,109,0,38,6,7.975609756097561,0,0,1,0,0,0,36.0,0,140
46363,South Africa,England,Chittagong,150,0,15,7,8.571428571428571,0,1,0,0,0,1,47.0,1,196
24979,South Africa,West Indies,London,166,0,10,3,9.054545454545455,0,0,0,1,0,1,49.0,1,183
3494,Pakistan,West Indies,Trinidad,135,0,1,2,6.80672268907563,0,0,0,1,1,0,29.0,1,137
20235,Pakistan,Sri Lanka,Johannesburg,152,0,21,6,9.212121212121213,0,0,1,0,0,1,64.0,1,189
3097,Pakistan,West Indies,Trinidad,91,0,24,3,5.6875,0,0,0,1,1,0,38.0,1,132
52536,South Africa,Sri Lanka,Centurion,70,0,79,7,10.24390243902439,0,1,0,0,0,1,46.0,0,126
29917,India,Sri Lanka,St Lucia,163,0,0,5,8.15,0,0,1,0,0,0,32.0,1,163
3988,Sri Lanka,India,Colombo,56,1,86,8,9.882352941176471,0,1,0,0,0,1,52.0,0,170
55714,India,Bangladesh,Mirpur,98,0,29,6,6.461538461538462,0,0,1,0,1,1,46.0,1,166
24303,South Africa,New Zealand,London,63,0,58,9,6.096774193548387,1,0,0,0,1,0,26.0,0,128
33647,India,West Indies,Trinidad,46,0,82,9,7.2631578947368425,1,0,0,0,0,0,40.0,0,159
29521,Australia,Sri Lanka,Barbados,108,0,22,5,6.612244897959184,0,0,1,0,1,0,35.0,1,168
33419,Pakistan,South Africa,Abu Dhabi,75,0,62,6,7.758620689655173,0,0,1,0,0,0,37.0,0,119
50092,Pakistan,Bangladesh,Mirpur,84,0,42,7,6.461538461538462,0,1,0,0,1,0,35.0,0,141
30585,New Zealand,Australia,Wellington,52,0,58,7,5.032258064516129,0,1,0,0,1,0,33.0,0,118
8308,South Africa,Pakistan,Johannesburg,133,0,18,7,7.823529411764706,0,1,0,0,0,0,43.0,1,188
42440,Sri Lanka,Bangladesh,Pallekele,88,0,58,7,8.516129032258064,0,1,0,0,0,0,35.0,0,198
22135,New Zealand,South Africa,Johannesburg,36,1,87,8,6.545454545454546,0,1,0,0,1,0,33.0,0,129
8127,South Africa,Pakistan,Cape Town,66,0,75,9,8.8,1,0,0,0,0,0,42.0,0,192
53730,Sri Lanka,West Indies,Bangalore,65,0,44,5,5.131578947368421,0,0,1,0,1,0,18.0,0,122
19373,England,Australia,Cape Town,130,0,11,3,7.155963302752293,0,0,0,1,0,0,33.0,1,135
36964,West Indies,England,Pallekele,132,0,28,7,8.608695652173912,0,1,0,0,0,0,31.0,1,179
2160,England,Australia,Hobart,61,0,81,8,9.384615384615385,0,1,0,0,0,1,45.0,0,155
2229,England,Australia,Hobart,138,0,15,1,7.885714285714286,0,0,0,1,0,0,28.0,1,155
21170,India,South Africa,Durban,35,0,83,7,5.675675675675675,0,1,0,0,1,0,31.0,0,153
54315,Australia,Pakistan,Chandigarh,62,0,74,7,8.08695652173913,0,1,0,0,0,0,44.0,0,193
38875,South Africa,England,Manchester,47,1,86,7,8.294117647058824,0,1,0,0,0,0,38.0,0,77
46283,South Africa,England,Chittagong,40,1,92,10,8.571428571428571,1,0,0,0,0,0,40.0,0,196
32376,New Zealand,Sri Lanka,Lauderhill,110,0,8,4,5.892857142857143,0,0,0,1,1,0,33.0,1,120
12352,Australia,South Africa,Cape Town,123,0,44,8,9.710526315789474,0,1,0,0,0,0,32.0,0,193
17331,South Africa,England,Cape Town,62,0,68,8,7.153846153846154,0,1,0,0,0,0,37.0,0,191
26549,Sri Lanka,India,Colombo,120,0,32,7,8.181818181818182,0,1,0,0,0,0,43.0,0,171
11947,England,South Africa,Durban,90,0,61,7,9.152542372881356,0,1,0,0,0,1,53.0,0,204
18872,West Indies,England,London,198,0,11,5,10.899082568807339,0,0,1,0,0,1,66.0,1,208
2545,New Zealand,Australia,Auckland,77,0,76,10,10.5,1,0,0,0,0,1,47.0,0,243
22829,Australia,England,Manchester,47,0,80,9,7.05,1,0,0,0,0,0,37.0,0,145
50914,India,Australia,Melbourne,48,1,87,10,8.727272727272727,1,0,0,0,0,1,47.0,0,184
4005,Sri Lanka,India,Colombo,74,0,69,7,8.705882352941176,0,1,0,0,0,0,29.0,0,170
51376,England,Pakistan,Dubai,172,0,0,2,8.6,0,0,0,1,0,1,56.0,1,172
53934,New Zealand,Pakistan,Chandigarh,45,1,88,10,8.4375,1,0,0,0,0,1,45.0,0,180
25462,Sri Lanka,New Zealand,Nottingham,138,0,13,6,7.738317757009346,0,0,1,0,0,0,44.0,1,158
12444,South Africa,India,Chandigarh,47,0,76,9,6.409090909090909,1,0,0,0,1,0,28.0,0,149
25686,Pakistan,South Africa,Nottingham,114,0,33,7,7.862068965517241,0,1,0,0,0,1,47.0,0,149
11368,Australia,Sri Lanka,Adelaide,89,0,65,10,9.709090909090909,1,0,0,0,0,1,53.0,0,233
32946,New Zealand,Pakistan,Hamilton,96,0,42,7,7.384615384615385,0,1,0,0,0,0,35.0,0,185
12560,India,Bangladesh,Delhi,37,0,80,8,5.55,0,1,0,0,1,0,26.0,0,148
39961,Pakistan,Sri Lanka,Hambantota,119,0,4,5,6.155172413793103,0,0,1,0,1,0,39.0,1,122
19431,India,Pakistan,Durban,41,0,75,6,5.466666666666667,0,0,1,0,1,0,31.0,0,141
42007,West Indies,Australia,Brisbane,122,0,34,7,8.511627906976743,0,1,0,0,0,0,40.0,0,191
38668,West Indies,England,Nottingham,65,0,49,7,5.492957746478873,0,1,0,0,1,0,33.0,0,172
30505,Bangladesh,New Zealand,Hamilton,64,0,33,2,4.413793103448276,0,0,0,1,1,0,13.0,0,78
18427,New Zealand,Sri Lanka,Wellington,65,1,87,10,11.818181818181818,1,0,0,0,0,1,60.0,0,162
36605,India,England,Colombo,142,0,13,7,7.962616822429907,0,1,0,0,0,1,47.0,1,170
5727,Pakistan,Sri Lanka,Lahore,173,0,1,7,8.722689075630251,0,1,0,0,0,1,65.0,1,180
3192,Bangladesh,Sri Lanka,Colombo,82,0,53,5,7.343283582089552,0,0,1,0,0,0,24.0,0,155
31576,Sri Lanka,India,Chandigarh,96,0,68,8,11.076923076923077,0,1,0,0,0,1,45.0,0,206
30080,Sri Lanka,England,St Lucia,39,0,77,7,5.441860465116279,0,1,0,0,1,0,26.0,0,128
50371,Sri Lanka,Pakistan,Colombo,137,0,13,5,7.682242990654205,0,0,1,0,0,0,40.0,1,172
13847,India,New Zealand,Wellington,48,1,93,8,10.666666666666666,0,1,0,0,0,1,47.0,0,165
35636,England,Pakistan,Abu Dhabi,58,0,64,8,6.214285714285714,0,1,0,0,1,0,29.0,0,129
26302,New Zealand,West Indies,Hamilton,148,0,34,7,10.325581395348838,0,1,0,0,0,0,44.0,0,191
11505,Sri Lanka,Australia,Brisbane,75,0,53,5,6.7164179104477615,0,0,1,0,1,0,38.0,0,117
37899,Sri Lanka,England,Pallekele,53,0,78,9,7.571428571428571,1,0,0,0,0,0,40.0,0,169
18712,South Africa,India,Johannesburg,68,0,45,5,5.44,0,0,1,0,1,0,33.0,0,126
4411,Pakistan,New Zealand,Auckland,48,1,88,10,9.0,1,0,0,0,0,1,48.0,0,201
13413,New Zealand,England,Auckland,85,1,87,9,15.454545454545455,1,0,0,0,0,1,80.0,0,146
15363,Pakistan,England,Manchester,113,0,42,8,8.692307692307692,0,1,0,0,0,1,47.0,0,195
34106,Sri Lanka,Australia,Pallekele,178,0,5,7,9.28695652173913,0,1,0,0,0,1,66.0,1,198
43695,Australia,India,Rajkot,139,0,44,6,10.973684210526315,0,0,1,0,0,1,55.0,0,201
37726,Pakistan,India,Colombo,121,0,7,2,6.424778761061947,0,0,0,1,1,0,25.0,1,128
40014,India,Sri Lanka,Pallekele,63,0,72,9,7.875,1,0,0,0,0,0,43.0,0,155
2421,New Zealand,England,Wellington,61,0,71,9,7.469387755102041,1,0,0,0,0,0,33.0,0,196
4376,Pakistan,New Zealand,Wellington,97,0,5,1,5.060869565217391,0,0,0,1,1,0,42.0,1,105
29624,Pakistan,South Africa,St Lucia,86,0,43,6,6.701298701298701,0,0,1,0,1,1,49.0,0,148
45582,West Indies,India,Mirpur,62,0,44,9,4.894736842105263,1,0,0,0,1,0,23.0,0,129
54437,South Africa,West Indies,Nagpur,45,0,77,7,6.27906976744186,0,1,0,0,1,0,30.0,0,122
45095,Afghanistan,Bangladesh,Mirpur,59,0,47,4,4.8493150684931505,0,0,0,1,1,0,21.0,0,72
38271,Sri Lanka,Pakistan,Colombo,42,0,74,10,5.478260869565218,1,0,0,0,1,0,29.0,0,139
50856,India,Australia,Adelaide,140,0,22,8,8.571428571428571,0,1,0,0,0,0,44.0,1,188
12926,India,West Indies,Mumbai,75,0,81,10,11.538461538461538,1,0,0,0,0,1,65.0,0,240
29899,India,Sri Lanka,St Lucia,140,0,17,8,8.155339805825243,0,1,0,0,0,0,33.0,1,163
39067,Pakistan,Bangladesh,Mirpur,111,0,25,5,7.010526315789473,0,0,1,0,0,0,34.0,1,135
54221,India,Bangladesh,Bangalore,80,0,47,8,6.575342465753424,0,1,0,0,1,0,33.0,0,146
13556,New Zealand,India,Auckland,180,0,15,6,10.285714285714286,0,0,1,0,0,1,62.0,1,203
12505,South Africa,India,Chandigarh,127,0,15,6,7.257142857142857,0,0,1,0,0,0,32.0,1,149
51961,Pakistan,New Zealand,Auckland,118,0,28,6,7.695652173913044,0,0,1,0,0,0,40.0,1,171
48247,Pakistan,Australia,Dubai,95,0,2,1,4.830508474576271,0,0,0,1,1,0,28.0,1,96
43869,South Africa,Australia,Centurion,81,0,38,5,5.926829268292683,0,0,1,0,1,0,26.0,0,128
43731,Australia,India,Rajkot,185,0,9,3,10.0,0,0,0,1,0,0,39.0,1,201
24904,South Africa,West Indies,London,55,0,83,9,8.91891891891892,1,0,0,0,0,1,53.0,0,183
25461,Sri Lanka,New Zealand,Nottingham,137,0,14,6,7.754716981132075,0,0,1,0,0,0,44.0,1,158
1244,India,England,Nagpur,144,0,0,3,7.2,0,0,0,1,0,0,36.0,1,144
26405,India,New Zealand,Christchurch,87,0,53,4,7.791044776119403,0,0,0,1,0,0,31.0,0,162
45999,Sri Lanka,England,Chittagong,176,0,4,6,9.10344827586207,0,0,1,0,0,1,45.0,1,189
53897,Bangladesh,Australia,Bangalore,153,0,3,5,7.846153846153846,0,0,1,0,0,1,51.0,1,156
30698,New Zealand,Australia,Christchurch,69,0,67,7,7.811320754716981,0,1,0,0,0,0,31.0,0,214
38569,West Indies,Sri Lanka,Colombo,87,0,27,5,5.612903225806452,0,0,1,0,1,1,51.0,1,137
1993,West Indies,Pakistan,Abu Dhabi,103,0,1,5,5.19327731092437,0,0,1,0,1,0,28.0,1,103
36061,New Zealand,Bangladesh,Pallekele,147,0,17,8,8.563106796116505,0,1,0,0,0,1,49.0,1,191
20590,Sri Lanka,Bangladesh,Johannesburg,94,0,34,6,6.558139534883721,0,0,1,0,1,0,35.0,0,147
54595,New Zealand,Bangladesh,Kolkata,83,0,40,8,6.225,0,1,0,0,1,0,26.0,0,145
10924,New Zealand,Pakistan,Dubai,126,0,14,5,7.132075471698113,0,0,1,0,0,0,42.0,1,153
37773,West Indies,New Zealand,Pallekele,61,0,82,7,9.631578947368421,0,1,0,0,0,1,47.0,0,139
45610,West Indies,India,Mirpur,92,0,17,6,5.359223300970874,0,0,1,0,1,0,31.0,1,129
43174,Australia,England,Sydney,52,0,74,9,6.782608695652174,1,0,0,0,1,0,36.0,0,195
43050,England,Australia,Melbourne,58,0,73,6,7.404255319148936,0,0,1,0,0,0,38.0,0,130
53761,Sri Lanka,West Indies,Bangalore,100,0,15,4,5.714285714285714,0,0,0,1,1,0,34.0,1,122
32896,New Zealand,Pakistan,Hamilton,42,1,89,9,8.129032258064516,1,0,0,0,0,0,42.0,0,185
44982,New Zealand,Sri Lanka,Pallekele,91,0,37,6,6.578313253012048,0,0,1,0,1,0,37.0,0,142
13676,New Zealand,India,Auckland,115,0,16,6,6.634615384615385,0,0,1,0,1,0,34.0,1,132
16213,Bangladesh,Pakistan,Lahore,46,0,64,7,4.928571428571429,0,1,0,0,1,0,24.0,0,136
9729,Bangladesh,West Indies,Dhaka,64,0,81,9,9.846153846153847,1,0,0,0,0,1,49.0,0,211
31014,Pakistan,Australia,Birmingham,147,0,10,2,8.018181818181818,0,0,0,1,0,0,43.0,1,162
22752,Pakistan,Bangladesh,Karachi,143,0,33,7,9.862068965517242,0,1,0,0,0,1,56.0,0,203
23732,England,West Indies,Trinidad,120,0,8,2,6.428571428571429,0,0,0,1,1,0,23.0,1,121
49618,South Africa,Bangladesh,Mirpur,111,0,23,6,6.865979381443299,0,0,1,0,1,0,30.0,1,148
42699,South Africa,Sri Lanka,Hambantota,76,0,49,7,6.422535211267606,0,1,0,0,1,0,37.0,0,145
37717,Pakistan,India,Colombo,115,0,16,4,6.634615384615385,0,0,0,1,1,0,30.0,1,128
13504,New Zealand,India,Auckland,83,0,67,9,9.39622641509434,1,0,0,0,0,0,34.0,0,203
13323,England,New Zealand,Napier,112,0,53,8,10.029850746268657,0,1,0,0,0,1,63.0,0,241
25840,Sri Lanka,West Indies,London,156,0,0,5,7.8,0,0,1,0,0,1,58.0,1,158
36148,England,Afghanistan,Colombo,82,0,50,8,7.0285714285714285,0,1,0,0,0,0,28.0,0,196
39032,Pakistan,Bangladesh,Mirpur,68,0,59,8,6.688524590163935,0,1,0,0,1,0,23.0,0,135
21550,India,Pakistan,Johannesburg,49,0,75,8,6.533333333333333,0,1,0,0,1,0,24.0,0,157
24189,Australia,Sri Lanka,Nottingham,76,0,50,6,6.514285714285714,0,0,1,0,1,0,19.0,0,159
19735,Bangladesh,South Africa,Cape Town,122,0,20,3,7.32,0,0,0,1,0,0,20.0,1,144
46818,Bangladesh,Australia,Mirpur,64,0,61,8,6.508474576271187,0,1,0,0,1,0,44.0,0,153
45997,Sri Lanka,England,Chittagong,173,0,6,6,9.105263157894736,0,0,1,0,0,0,43.0,1,189
10113,New Zealand,India,Hamilton,79,0,78,10,11.285714285714286,1,0,0,0,0,1,60.0,0,212
46380,South Africa,England,Chittagong,195,0,2,6,9.915254237288135,0,0,1,0,0,1,73.0,1,196
52647,South Africa,Sri Lanka,Johannesburg,91,0,32,3,6.204545454545454,0,0,0,1,1,0,24.0,0,113
53033,England,West Indies,Mumbai,143,0,17,7,8.330097087378642,0,1,0,0,0,1,47.0,1,182
29283,England,South Africa,Barbados,146,0,14,5,8.264150943396226,0,0,1,0,0,0,39.0,1,168
34960,India,England,Kolkata,106,0,6,2,5.578947368421052,0,0,0,1,1,0,23.0,1,120
9180,Australia,India,Sydney,145,0,8,4,7.767857142857143,0,0,0,1,0,1,46.0,1,164
21068,Bangladesh,Pakistan,Cape Town,79,0,62,9,8.172413793103448,1,0,0,0,0,0,43.0,0,140
10530,Pakistan,Australia,Dubai,99,0,37,9,7.156626506024097,1,0,0,0,0,0,36.0,0,147
32124,Australia,England,Adelaide,137,0,16,6,7.903846153846154,0,0,1,0,0,0,40.0,1,157
52882,New Zealand,India,Nagpur,76,0,40,6,5.7,0,0,1,0,1,0,28.0,0,126
56612,Sri Lanka,Australia,Colombo,58,0,68,7,6.6923076923076925,0,1,0,0,1,0,32.0,0,128
12607,India,Bangladesh,Delhi,92,0,33,7,6.344827586206897,0,1,0,0,1,0,30.0,0,148
50095,Pakistan,Bangladesh,Mirpur,87,0,40,7,6.525,0,1,0,0,1,0,37.0,0,141
4603,Pakistan,New Zealand,Mount Maunganui,123,0,27,7,7.935483870967742,0,1,0,0,0,0,42.0,1,181
15469,Pakistan,England,Manchester,84,0,61,8,8.542372881355933,0,1,0,0,0,1,47.0,0,190
19692,Bangladesh,South Africa,Cape Town,95,0,60,5,9.5,0,0,1,0,0,0,33.0,0,144
19624,New Zealand,Sri Lanka,Johannesburg,153,0,7,4,8.123893805309734,0,0,0,1,0,0,41.0,1,164
21606,India,Pakistan,Johannesburg,117,0,21,6,7.090909090909091,0,0,1,0,0,0,33.0,1,157
49738,South Africa,Bangladesh,Mirpur,127,0,27,7,8.193548387096774,0,1,0,0,0,0,31.0,1,169
55907,Bangladesh,Sri Lanka,Mirpur,53,0,67,7,6.0,0,1,0,0,1,0,29.0,0,147
14912,England,Australia,Southampton,120,0,26,5,7.659574468085107,0,0,1,0,0,0,35.0,1,162
48970,Australia,South Africa,Adelaide,68,0,56,6,6.375,0,0,1,0,1,0,25.0,0,144
3485,Pakistan,West Indies,Trinidad,130,0,10,4,7.090909090909091,0,0,0,1,0,0,35.0,1,137
43974,Pakistan,South Africa,Dubai,44,0,56,5,4.125,0,0,1,0,1,0,26.0,0,98
53331,South Africa,England,Mumbai,77,1,87,10,14.0,1,0,0,0,0,1,76.0,0,229
53623,South Africa,Afghanistan,Mumbai,135,0,27,7,8.709677419354838,0,1,0,0,0,0,42.0,1,209
45493,Pakistan,Australia,Mirpur,180,0,6,6,9.473684210526315,0,0,1,0,0,1,49.0,1,191
1935,West Indies,Pakistan,Abu Dhabi,48,0,58,6,4.645161290322581,0,0,1,0,1,0,27.0,0,103
28213,Australia,Pakistan,St Lucia,51,1,86,9,9.0,1,0,0,0,0,1,47.0,0,191
39915,Pakistan,Sri Lanka,Hambantota,54,0,49,6,4.563380281690141,0,0,1,0,1,0,32.0,0,122
17375,South Africa,England,Cape Town,123,0,24,7,7.6875,0,1,0,0,0,1,53.0,1,191
29119,New Zealand,Pakistan,Barbados,73,0,50,6,6.257142857142857,0,0,1,0,1,0,28.0,0,133
8656,South Africa,Sri Lanka,Centurion,98,0,48,9,8.166666666666666,1,0,0,0,0,1,53.0,0,180
10281,New Zealand,Sri Lanka,Auckland,92,0,37,5,6.650602409638554,0,0,1,0,1,0,44.0,0,179
23729,England,West Indies,Trinidad,118,0,11,2,6.495412844036697,0,0,0,1,1,0,22.0,1,121
51195,England,Pakistan,Dubai,76,0,55,7,7.015384615384615,0,1,0,0,0,0,36.0,0,160
38277,Sri Lanka,Pakistan,Colombo,51,0,68,10,5.884615384615385,1,0,0,0,1,0,32.0,0,139
18209,South Africa,Australia,Johannesburg,82,0,61,9,8.338983050847459,1,0,0,0,0,0,43.0,0,201
49346,England,South Africa,Cape Town,81,0,44,4,6.394736842105263,0,0,0,1,1,0,28.0,0,134
21798,India,Australia,Melbourne,37,0,73,5,4.723404255319149,0,0,1,0,1,0,17.0,0,74
13694,New Zealand,India,Auckland,132,0,0,5,6.6,0,0,1,0,1,0,36.0,1,132
53727,Sri Lanka,West Indies,Bangalore,65,0,47,5,5.342465753424658,0,0,1,0,1,0,21.0,0,122
41037,England,New Zealand,Auckland,166,0,30,7,11.066666666666666,0,1,0,0,0,1,56.0,0,214
3787,West Indies,Afghanistan,St Kitts,70,0,73,9,8.936170212765957,1,0,0,0,0,0,41.0,0,112
11856,Pakistan,Australia,Perth,89,0,31,4,6.0,0,0,0,1,1,0,31.0,0,106
16031,India,Sri Lanka,Pune,199,0,1,4,10.033613445378151,0,0,0,1,0,1,61.0,1,201
40650,England,Australia,Chester-le-Street,101,0,57,10,9.619047619047619,1,0,0,0,0,1,50.0,0,195
54949,Afghanistan,West Indies,Nagpur,52,0,58,6,5.032258064516129,0,0,1,0,1,0,19.0,0,123
47078,Sri Lanka,West Indies,Mirpur,76,0,52,7,6.705882352941177,0,1,0,0,1,0,27.0,0,160
30286,Pakistan,Australia,St Lucia,184,0,4,6,9.517241379310345,0,0,1,0,0,1,70.0,1,191
44351,New Zealand,West Indies,Auckland,81,0,56,7,7.59375,0,1,0,0,0,0,31.0,0,189
8583,Sri Lanka,South Africa,Cape Town,132,0,0,3,6.6,0,0,0,1,1,0,35.0,1,134
2615,New Zealand,Australia,Auckland,222,0,10,5,12.10909090909091,0,0,1,0,0,1,56.0,1,243
6011,India,South Africa,Cape Town,47,1,89,9,9.096774193548388,1,0,0,0,0,0,43.0,0,172
51213,England,Pakistan,Dubai,95,0,37,7,6.867469879518072,0,1,0,0,1,0,39.0,0,160
18581,Sri Lanka,New Zealand,Auckland,55,0,61,5,5.593220338983051,0,0,1,0,1,0,25.0,0,115
55890,Bangladesh,Sri Lanka,Mirpur,41,1,84,7,6.833333333333333,0,1,0,0,1,0,40.0,0,147
54865,Australia,India,Chandigarh,130,0,22,6,7.959183673469388,0,0,1,0,0,0,38.0,1,160
25335,England,West Indies,London,134,0,16,5,7.730769230769231,0,0,1,0,0,0,33.0,1,161
415,New Zealand,Bangladesh,Mount Maunganui,46,1,89,8,8.903225806451612,0,1,0,0,0,0,43.0,0,195
6049,India,South Africa,Cape Town,92,0,52,8,8.117647058823529,0,1,0,0,0,0,34.0,0,172
46679,Sri Lanka,New Zealand,Chittagong,42,0,78,7,6.0,0,1,0,0,1,0,22.0,0,119
44854,New Zealand,Bangladesh,Mirpur,129,0,41,8,9.79746835443038,0,1,0,0,0,1,52.0,0,204
31378,Pakistan,New Zealand,Dubai,128,0,15,5,7.314285714285714,0,0,1,0,0,0,31.0,1,153
12977,India,West Indies,Mumbai,162,0,33,8,11.172413793103448,0,1,0,0,0,1,48.0,0,240
19248,West Indies,Bangladesh,Johannesburg,131,0,13,5,7.345794392523365,0,0,1,0,0,0,38.0,1,164
32576,Pakistan,South Africa,Abu Dhabi,69,0,40,5,5.175,0,0,1,0,1,0,26.0,0,120
1176,India,England,Nagpur,57,0,68,8,6.576923076923077,0,1,0,0,1,0,27.0,0,144
21430,India,Australia,Durban,41,0,71,8,5.020408163265306,0,1,0,0,1,0,30.0,0,188
31301,Pakistan,New Zealand,Dubai,41,1,88,9,7.6875,1,0,0,0,0,0,37.0,0,153
1835,Pakistan,West Indies,Dubai,100,0,36,7,7.142857142857143,0,1,0,0,0,0,38.0,0,160
33636,India,West Indies,Trinidad,21,1,92,9,4.5,1,0,0,0,1,0,21.0,0,159
55935,Bangladesh,Sri Lanka,Mirpur,89,0,39,7,6.592592592592593,0,1,0,0,1,0,36.0,0,147
32487,New Zealand,Sri Lanka,Lauderhill,79,0,21,2,4.787878787878788,0,0,0,1,1,0,21.0,1,81
51922,Pakistan,New Zealand,Auckland,62,0,67,8,7.018867924528302,0,1,0,0,0,0,39.0,0,171
38052,Pakistan,Australia,Colombo,79,0,49,8,6.676056338028169,0,1,0,0,1,0,43.0,0,149
33841,South Africa,Australia,Cape Town,123,0,16,7,7.096153846153846,0,1,0,0,0,1,51.0,1,146
53025,England,West Indies,Mumbai,128,0,25,7,8.08421052631579,0,1,0,0,0,0,36.0,1,182
55738,India,Bangladesh,Mirpur,157,0,6,6,8.263157894736842,0,0,1,0,0,1,66.0,1,166
1853,Pakistan,West Indies,Dubai,126,0,18,7,7.411764705882353,0,1,0,0,0,0,40.0,1,160
19209,West Indies,Bangladesh,Johannesburg,86,0,52,9,7.588235294117647,1,0,0,0,0,1,52.0,0,164
29764,New Zealand,England,St Lucia,117,0,25,7,7.389473684210526,0,1,0,0,0,1,50.0,1,149
16860,Pakistan,New Zealand,Auckland,62,0,49,5,5.23943661971831,0,0,1,0,1,0,31.0,0,153
18556,Sri Lanka,New Zealand,Auckland,40,1,85,7,6.857142857142857,0,1,0,0,1,0,27.0,0,115
3650,Afghanistan,West Indies,St Kitts,28,1,87,7,5.090909090909091,0,1,0,0,1,0,26.0,0,110
31968,Australia,Sri Lanka,Perth,55,0,47,5,4.52054794520548,0,0,1,0,1,0,24.0,0,133
32198,Australia,England,Melbourne,72,0,64,7,7.714285714285714,0,1,0,0,0,0,33.0,0,147
30094,Sri Lanka,England,St Lucia,49,0,63,6,5.157894736842105,0,0,1,0,1,0,23.0,0,128
2483,New Zealand,England,Wellington,169,0,12,7,9.38888888888889,0,1,0,0,0,1,49.0,1,196
34266,Australia,India,Sydney,48,1,90,9,9.6,1,0,0,0,0,1,48.0,0,171
14268,India,West Indies,Lauderhill,104,0,47,9,8.547945205479452,1,0,0,0,0,0,40.0,0,167
1335,India,England,Bangalore,125,0,35,7,8.823529411764707,0,1,0,0,0,1,54.0,0,202
21453,India,Australia,Durban,88,0,48,8,7.333333333333333,0,1,0,0,0,1,49.0,0,188
37666,Pakistan,India,Colombo,57,0,65,6,6.218181818181818,0,0,1,0,1,0,23.0,0,128
28665,Pakistan,England,Barbados,126,0,6,3,6.631578947368421,0,0,0,1,1,0,26.0,1,147
50824,India,Australia,Adelaide,89,0,53,8,7.970149253731344,0,1,0,0,0,0,34.0,0,188
53040,England,West Indies,Mumbai,156,0,10,6,8.50909090909091,0,0,1,0,0,1,51.0,1,182
39653,West Indies,New Zealand,Lauderhill,73,0,64,9,7.821428571428571,1,0,0,0,0,0,40.0,0,177
49427,England,South Africa,Johannesburg,38,1,88,9,7.125,1,0,0,0,0,0,36.0,0,171
33060,Pakistan,New Zealand,Christchurch,96,0,48,8,8.0,0,1,0,0,0,0,20.0,0,183
32969,New Zealand,Pakistan,Hamilton,147,0,19,6,8.732673267326733,0,0,1,0,0,1,54.0,1,185
49123,South Africa,Australia,Melbourne,77,0,25,6,4.863157894736842,0,0,1,0,1,0,24.0,1,101
29243,England,South Africa,Barbados,98,0,52,8,8.647058823529411,0,1,0,0,0,0,32.0,0,168
6328,Bangladesh,Sri Lanka,Dhaka,139,0,30,7,9.266666666666667,0,1,0,0,0,0,39.0,0,193
45684,South Africa,New Zealand,Chittagong,55,0,68,7,6.346153846153846,0,1,0,0,1,0,33.0,0,170
25064,New Zealand,Pakistan,London,73,0,45,6,5.84,0,0,1,0,1,0,31.0,0,99
44872,New Zealand,Bangladesh,Mirpur,155,0,25,8,9.789473684210526,0,1,0,0,0,1,61.0,1,204
45016,New Zealand,Sri Lanka,Pallekele,138,0,3,4,7.076923076923077,0,0,0,1,0,1,45.0,1,142
17224,South Africa,England,Cape Town,95,0,49,8,8.028169014084508,0,1,0,0,0,0,32.0,0,179
29738,New Zealand,England,St Lucia,73,0,51,7,6.3478260869565215,0,1,0,0,1,0,32.0,0,149
51476,Sri Lanka,England,Southampton,122,0,23,3,7.546391752577319,0,0,0,1,0,0,39.0,1,140
40524,Australia,England,Southampton,114,0,62,9,11.793103448275861,1,0,0,0,0,1,71.0,0,248
