,batting_team,bowling_team,city,current_score,pp,balls_left,wickets_left,crr,Top_Order,Middle_Order,Lower_Order,Tail,Pressure,Aggression_Mode,last_five,Death_Overs,runs_x
39447,South Africa,India,Johannesburg,171,0,15,7,9.771428571428572,0,1,0,0,0,1,61.0,1,219
6030,India,South Africa,Cape Town,66,0,71,9,8.081632653061224,1,0,0,0,0,0,35.0,0,172
37472,West Indies,Sri Lanka,Pallekele,120,0,9,6,6.486486486486487,0,0,1,0,1,1,47.0,1,129
32244,Australia,England,Melbourne,118,0,18,5,6.9411764705882355,0,0,1,0,1,0,38.0,1,147
52622,South Africa,Sri Lanka,Johannesburg,69,0,56,5,6.46875,0,0,1,0,1,0,29.0,0,113
44020,Pakistan,South Africa,Dubai,82,0,13,3,4.598130841121495,0,0,0,1,1,0,23.0,1,98
32420,New Zealand,Sri Lanka,Lauderhill,16,1,86,5,2.823529411764706,0,0,1,0,1,0,14.0,0,81
26686,England,South Africa,Johannesburg,159,0,24,7,9.9375,0,1,0,0,0,1,62.0,1,202
18852,West Indies,England,London,149,0,30,6,9.933333333333334,0,0,1,0,0,1,51.0,0,208
56621,Sri Lanka,Australia,Colombo,64,0,59,6,6.295081967213115,0,0,1,0,1,0,21.0,0,128
7356,Pakistan,West Indies,Karachi,166,0,9,5,8.972972972972974,0,0,1,0,0,0,42.0,1,203
30840,Pakistan,Australia,Birmingham,86,0,54,6,7.818181818181818,0,0,1,0,0,0,43.0,0,167
1165,India,England,Nagpur,54,0,78,9,7.714285714285714,1,0,0,0,0,0,44.0,0,144
30414,Australia,England,Barbados,142,0,4,4,7.344827586206897,0,0,0,1,0,1,51.0,1,147
17742,England,Pakistan,Bristol,103,0,28,5,6.717391304347826,0,0,1,0,1,0,39.0,1,144
56176,Pakistan,Bangladesh,Mirpur,48,0,46,6,3.891891891891892,0,0,1,0,1,0,22.0,0,129
8136,South Africa,Pakistan,Cape Town,79,0,66,9,8.777777777777779,1,0,0,0,0,1,52.0,0,192
6186,Sri Lanka,India,Mumbai,85,0,43,5,6.623376623376624,0,0,1,0,1,0,32.0,0,135
50170,Pakistan,Sri Lanka,Colombo,38,1,88,9,7.125,1,0,0,0,0,0,34.0,0,175
10111,New Zealand,India,Hamilton,77,0,80,10,11.55,1,0,0,0,0,1,59.0,0,212
4702,England,Australia,Birmingham,132,0,50,7,11.314285714285715,0,1,0,0,0,1,49.0,0,221
28881,Australia,India,Barbados,143,0,35,8,10.094117647058823,0,1,0,0,0,1,61.0,0,184
6828,Sri Lanka,India,Colombo,114,0,45,6,9.12,0,0,1,0,0,1,45.0,0,152
49960,New Zealand,South Africa,Centurion,104,0,49,7,8.788732394366198,0,1,0,0,0,0,38.0,0,177
15984,India,Sri Lanka,Pune,114,0,47,8,9.36986301369863,0,1,0,0,0,0,42.0,0,201
20989,Sri Lanka,Australia,Cape Town,87,0,17,2,5.067961165048544,0,0,0,1,1,0,25.0,1,101
32557,Pakistan,South Africa,Abu Dhabi,54,0,57,5,5.142857142857143,0,0,1,0,1,0,24.0,0,120
55097,Sri Lanka,South Africa,Delhi,94,0,33,4,6.482758620689655,0,0,0,1,1,0,18.0,0,120
27287,New Zealand,Sri Lanka,Colombo,93,0,38,7,6.804878048780488,0,1,0,0,1,0,40.0,0,141
17313,South Africa,England,Cape Town,40,1,86,9,7.0588235294117645,1,0,0,0,0,0,37.0,0,191
10316,New Zealand,Sri Lanka,Auckland,161,0,7,3,8.548672566371682,0,0,0,1,0,1,61.0,1,179
559,New Zealand,Bangladesh,Mount Maunganui,48,0,69,7,5.647058823529412,0,1,0,0,1,0,28.0,0,194
50575,South Africa,Australia,Johannesburg,103,0,53,7,9.223880597014926,0,1,0,0,0,0,41.0,0,204
49996,New Zealand,South Africa,Centurion,151,0,14,5,8.547169811320755,0,0,1,0,0,0,38.0,1,177
53398,South Africa,England,Mumbai,178,0,22,6,10.89795918367347,0,0,1,0,0,1,45.0,1,229
56676,Sri Lanka,Australia,Colombo,121,0,6,2,6.368421052631579,0,0,0,1,1,0,35.0,1,128
56144,Pakistan,Bangladesh,Mirpur,25,0,78,7,3.5714285714285716,0,1,0,0,1,0,17.0,0,129
18958,West Indies,England,London,94,0,50,8,8.057142857142857,0,1,0,0,0,0,42.0,0,169
36455,Pakistan,New Zealand,Pallekele,124,0,36,8,8.857142857142858,0,1,0,0,0,0,38.0,0,177
3190,Bangladesh,Sri Lanka,Colombo,82,0,55,6,7.569230769230769,0,0,1,0,0,0,25.0,0,155
29790,New Zealand,England,St Lucia,149,0,0,4,7.45,0,0,0,1,0,0,36.0,1,149
2548,New Zealand,Australia,Auckland,83,0,73,10,10.595744680851064,1,0,0,0,0,1,52.0,0,243
5051,England,India,Bristol,95,0,70,9,11.4,1,0,0,0,0,1,62.0,0,198
21744,Australia,New Zealand,Perth,181,0,4,6,9.362068965517242,0,0,1,0,0,1,62.0,1,186
53835,Bangladesh,Australia,Bangalore,62,0,64,7,6.642857142857143,0,1,0,0,1,0,41.0,0,156
40434,New Zealand,England,London,159,0,28,8,10.369565217391305,0,1,0,0,0,1,48.0,1,201
42961,Australia,England,Hobart,140,0,39,8,10.37037037037037,0,1,0,0,0,1,51.0,0,213
42849,South Africa,Sri Lanka,Hambantota,119,0,24,8,7.4375,0,1,0,0,0,0,39.0,1,163
8522,Sri Lanka,South Africa,Cape Town,67,0,56,7,6.28125,0,1,0,0,1,0,25.0,0,134
53368,South Africa,England,Mumbai,133,0,50,8,11.4,0,1,0,0,0,0,44.0,0,229
13563,New Zealand,India,Auckland,189,0,8,5,10.125,0,0,1,0,0,1,59.0,1,203
9170,Australia,India,Sydney,129,0,18,5,7.588235294117647,0,0,1,0,0,0,41.0,1,164
49264,South Africa,Australia,Sydney,140,0,5,4,7.304347826086956,0,0,0,1,0,0,28.0,1,145
9504,Bangladesh,West Indies,Lauderhill,102,0,53,6,9.134328358208956,0,0,1,0,0,0,30.0,0,184
34884,India,England,Kolkata,34,0,82,7,5.368421052631579,0,1,0,0,1,0,29.0,0,120
45228,Pakistan,India,Mirpur,102,0,20,6,6.12,0,0,1,0,1,0,27.0,1,130
18499,New Zealand,Sri Lanka,Wellington,143,0,18,5,8.411764705882353,0,0,1,0,0,0,34.0,1,162
17392,South Africa,England,Cape Town,159,0,8,7,8.517857142857142,0,1,0,0,0,1,62.0,1,191
13105,New Zealand,England,Christchurch,107,0,28,6,6.978260869565218,0,0,1,0,1,0,34.0,1,153
7670,South Africa,Sri Lanka,Colombo,69,0,59,5,6.786885245901639,0,0,1,0,1,0,27.0,0,98
14858,England,Australia,Southampton,58,0,80,9,8.7,1,0,0,0,0,0,40.0,0,162
19331,England,Australia,Cape Town,75,0,53,6,6.7164179104477615,0,0,1,0,1,0,38.0,0,135
20455,Australia,Pakistan,Johannesburg,99,0,48,6,8.25,0,0,1,0,0,0,28.0,0,164
6688,Sri Lanka,Bangladesh,Colombo,110,0,56,9,10.3125,1,0,0,0,0,0,44.0,0,214
46109,Australia,West Indies,Mirpur,148,0,17,5,8.62135922330097,0,0,1,0,0,0,42.0,1,178
46126,Australia,West Indies,Mirpur,171,0,2,3,8.694915254237289,0,0,0,1,0,0,43.0,1,178
14558,Afghanistan,West Indies,Lucknow,141,0,4,4,7.293103448275862,0,0,0,1,0,0,44.0,1,147
55708,India,Bangladesh,Mirpur,91,0,35,7,6.423529411764706,0,1,0,0,1,0,43.0,0,166
49676,South Africa,Bangladesh,Mirpur,41,1,88,10,7.6875,1,0,0,0,0,0,36.0,0,169
56388,Bangladesh,India,Mirpur,48,0,77,8,6.6976744186046515,0,1,0,0,1,0,36.0,0,120
42707,South Africa,Sri Lanka,Hambantota,87,0,41,6,6.6075949367088604,0,0,1,0,1,0,39.0,0,145
27858,Afghanistan,India,St Lucia,34,0,73,7,4.340425531914893,0,1,0,0,1,0,16.0,0,115
48697,England,Australia,Cardiff,37,0,78,8,5.285714285714286,0,1,0,0,1,0,26.0,0,182
43588,England,West Indies,Barbados,123,0,27,8,7.935483870967742,0,1,0,0,0,0,25.0,1,165
32069,Australia,England,Adelaide,81,0,70,10,9.72,1,0,0,0,0,1,61.0,0,157
4949,India,England,Cardiff,77,0,49,7,6.507042253521127,0,1,0,0,1,1,45.0,0,148
34559,South Africa,New Zealand,Wellington,74,0,40,6,5.55,0,0,1,0,1,0,23.0,0,147
51727,New Zealand,Sri Lanka,Mount Maunganui,152,0,16,7,8.76923076923077,0,1,0,0,0,1,45.0,1,182
71,Australia,Sri Lanka,Melbourne,88,0,49,8,7.436619718309859,0,1,0,0,0,0,37.0,0,168
34058,Sri Lanka,Australia,Pallekele,92,0,50,8,7.885714285714286,0,1,0,0,0,0,41.0,0,198
17951,Australia,South Africa,Brisbane,64,0,71,9,7.836734693877551,1,0,0,0,0,0,34.0,0,209
41390,Australia,Pakistan,Dubai,60,0,41,5,4.556962025316456,0,0,1,0,1,0,15.0,0,89
42033,West Indies,Australia,Brisbane,172,0,8,5,9.214285714285714,0,0,1,0,0,1,56.0,1,191
31627,Sri Lanka,India,Chandigarh,169,0,19,3,10.03960396039604,0,0,0,1,0,0,36.0,1,206
44953,New Zealand,Sri Lanka,Pallekele,55,0,66,7,6.111111111111111,0,1,0,0,1,0,34.0,0,142
35646,England,Pakistan,Abu Dhabi,65,0,54,7,5.909090909090909,0,1,0,0,1,0,26.0,0,129
2408,New Zealand,England,Wellington,50,1,84,9,8.333333333333334,1,0,0,0,0,0,42.0,0,196
18991,West Indies,England,London,147,0,17,5,8.563106796116505,0,0,1,0,0,0,41.0,1,169
29708,New Zealand,England,St Lucia,41,0,81,9,6.3076923076923075,1,0,0,0,1,0,33.0,0,149
44743,Sri Lanka,England,London,122,0,31,6,8.224719101123595,0,0,1,0,0,0,44.0,0,183
18465,New Zealand,Sri Lanka,Wellington,107,0,51,8,9.304347826086957,0,1,0,0,0,0,27.0,0,162
48062,South Africa,West Indies,Johannesburg,126,0,56,7,11.8125,0,1,0,0,0,1,65.0,0,231
18980,West Indies,England,London,140,0,28,6,9.130434782608695,0,0,1,0,0,1,55.0,1,169
37556,South Africa,Australia,Colombo,74,0,47,6,6.082191780821918,0,0,1,0,1,0,31.0,0,146
36473,Pakistan,New Zealand,Pallekele,144,0,20,6,8.64,0,0,1,0,0,0,34.0,1,177
6869,Sri Lanka,India,Colombo,151,0,7,1,8.017699115044248,0,0,0,1,0,0,31.0,1,152
49200,South Africa,Australia,Sydney,75,0,69,10,8.823529411764707,1,0,0,0,0,1,53.0,0,145
46293,South Africa,England,Chittagong,53,0,83,10,8.594594594594595,1,0,0,0,0,0,41.0,0,196
38948,England,South Africa,Birmingham,63,0,72,8,7.875,0,1,0,0,0,0,34.0,0,118
24427,Sri Lanka,West Indies,Nottingham,106,0,58,10,10.258064516129032,1,0,0,0,0,1,49.0,0,192
24471,Sri Lanka,West Indies,Nottingham,172,0,15,7,9.82857142857143,0,1,0,0,0,1,47.0,1,192
11311,India,West Indies,Lucknow,195,0,0,8,9.75,0,1,0,0,0,1,62.0,1,195
35567,England,Pakistan,Dubai,132,0,13,5,7.401869158878505,0,0,1,0,0,0,33.0,1,150
56181,Pakistan,Bangladesh,Mirpur,55,0,41,6,4.177215189873418,0,0,1,0,1,0,27.0,0,129
53858,Bangladesh,Australia,Bangalore,92,0,41,6,6.987341772151899,0,0,1,0,1,0,42.0,0,156
54631,New Zealand,Bangladesh,Kolkata,137,0,4,4,7.086206896551724,0,0,0,1,0,0,40.0,1,145
44577,England,India,Birmingham,56,0,75,8,7.466666666666667,0,1,0,0,0,0,30.0,0,180
49971,New Zealand,South Africa,Centurion,115,0,38,6,8.414634146341463,0,0,1,0,0,0,36.0,0,177
42438,Sri Lanka,Bangladesh,Pallekele,86,0,60,7,8.6,0,1,0,0,0,0,34.0,0,198
55968,Bangladesh,Sri Lanka,Mirpur,138,0,8,5,7.392857142857143,0,0,1,0,0,1,48.0,1,147
29257,England,South Africa,Barbados,114,0,38,7,8.341463414634147,0,1,0,0,0,0,39.0,0,168
10540,Pakistan,Australia,Dubai,106,0,27,8,6.838709677419355,0,1,0,0,1,0,33.0,1,147
53752,Sri Lanka,West Indies,Bangalore,91,0,23,5,5.628865979381444,0,0,1,0,1,0,31.0,1,122
25872,Sri Lanka,Pakistan,London,32,1,89,7,6.193548387096774,0,1,0,0,1,0,32.0,0,138
24580,England,South Africa,Nottingham,88,0,30,3,5.866666666666666,0,0,0,1,1,0,40.0,0,111
11479,Sri Lanka,Australia,Brisbane,40,0,79,8,5.853658536585366,0,1,0,0,1,0,34.0,0,117
55583,India,Sri Lanka,Pune,71,0,44,3,5.605263157894737,0,0,0,1,1,0,24.0,0,101
14359,West Indies,Afghanistan,Lucknow,66,0,77,9,9.209302325581396,1,0,0,0,0,1,60.0,0,164
32134,Australia,England,Adelaide,144,0,6,6,7.578947368421052,0,0,1,0,0,0,39.0,1,157
48108,South Africa,West Indies,Johannesburg,211,0,15,6,12.057142857142857,0,0,1,0,0,1,66.0,1,231
11388,Australia,Sri Lanka,Adelaide,138,0,45,9,11.04,1,0,0,0,0,1,71.0,0,233
6428,India,Sri Lanka,Colombo,80,0,59,8,7.868852459016393,0,1,0,0,0,0,44.0,0,174
19680,Bangladesh,South Africa,Cape Town,78,0,71,5,9.551020408163266,0,0,1,0,0,0,35.0,0,144
45229,Pakistan,India,Mirpur,102,0,19,6,6.0594059405940595,0,0,1,0,1,0,26.0,1,130
11253,India,West Indies,Lucknow,89,0,54,10,8.090909090909092,1,0,0,0,0,0,39.0,0,195
46298,South Africa,England,Chittagong,60,0,78,10,8.571428571428571,1,0,0,0,0,0,42.0,0,196
19169,West Indies,Bangladesh,Johannesburg,24,1,91,9,4.9655172413793105,1,0,0,0,1,0,24.0,0,164
8199,South Africa,Pakistan,Cape Town,186,0,5,5,9.704347826086957,0,0,1,0,0,0,37.0,1,192
40499,Australia,England,Southampton,51,1,87,9,9.272727272727273,1,0,0,0,0,1,48.0,0,248
43971,Pakistan,South Africa,Dubai,42,0,59,5,4.131147540983607,0,0,1,0,1,0,27.0,0,98
35075,West Indies,England,London,112,0,14,3,6.339622641509434,0,0,0,1,1,0,27.0,1,125
48698,England,Australia,Cardiff,37,0,77,8,5.162790697674419,0,1,0,0,1,0,26.0,0,182
39527,West Indies,New Zealand,Lauderhill,67,0,60,9,6.7,1,0,0,0,1,0,33.0,0,209
18140,West Indies,New Zealand,Auckland,111,0,7,4,5.893805309734513,0,0,0,1,1,0,32.0,1,126
13252,New Zealand,England,Wellington,169,0,3,3,8.666666666666666,0,0,0,1,0,1,46.0,1,176
8405,Pakistan,South Africa,Centurion,94,0,48,6,7.833333333333333,0,0,1,0,0,0,37.0,0,168
4836,England,India,Manchester,107,0,38,5,7.829268292682927,0,0,1,0,0,0,36.0,0,159
42796,South Africa,Sri Lanka,Hambantota,45,0,76,8,6.136363636363637,0,1,0,0,1,0,35.0,0,163
44205,Sri Lanka,Pakistan,Dubai,58,0,75,10,7.733333333333333,1,0,0,0,0,0,37.0,0,211
16251,Bangladesh,Pakistan,Lahore,92,0,28,6,6.0,0,0,1,0,1,0,32.0,1,136
18878,West Indies,England,London,204,0,6,3,10.736842105263158,0,0,0,1,0,1,59.0,1,208
50243,Pakistan,Sri Lanka,Colombo,140,0,19,7,8.316831683168317,0,1,0,0,0,1,53.0,1,175
31768,Pakistan,England,Dubai,125,0,1,2,6.302521008403361,0,0,0,1,1,0,37.0,1,129
26624,England,South Africa,Johannesburg,56,1,84,8,9.333333333333334,0,1,0,0,0,1,54.0,0,202
10776,Pakistan,New Zealand,Abu Dhabi,91,0,37,7,6.578313253012048,0,1,0,0,1,0,35.0,0,148
16582,West Indies,New Zealand,Auckland,73,0,78,5,10.428571428571429,0,0,1,0,0,0,37.0,0,180
42101,New Zealand,Sri Lanka,Pallekele,28,0,65,5,3.0545454545454547,0,0,1,0,1,0,16.0,0,74
25927,Sri Lanka,Pakistan,London,75,0,35,4,5.294117647058823,0,0,0,1,1,0,27.0,0,138
29480,Australia,Sri Lanka,Barbados,62,0,63,6,6.526315789473684,0,0,1,0,1,0,32.0,0,168
21223,India,South Africa,Durban,97,0,31,6,6.53932584269663,0,0,1,0,1,0,40.0,0,153
23334,Australia,South Africa,Melbourne,140,0,36,6,10.0,0,0,1,0,0,1,47.0,0,182
1468,West Indies,India,Lauderhill,204,0,28,9,13.304347826086957,1,0,0,0,0,1,53.0,1,245
2165,England,Australia,Hobart,71,0,76,8,9.681818181818182,0,1,0,0,0,1,50.0,0,155
53388,South Africa,England,Mumbai,165,0,30,7,11.0,0,1,0,0,0,0,40.0,0,229
44129,Sri Lanka,Pakistan,Dubai,90,0,28,6,5.869565217391305,0,0,1,0,1,0,28.0,1,145
50421,Australia,South Africa,Durban,68,1,85,9,11.657142857142857,1,0,0,0,0,1,60.0,0,157
28593,Pakistan,England,Barbados,57,0,76,9,7.7727272727272725,1,0,0,0,0,0,34.0,0,147
46584,India,Australia,Mirpur,74,0,45,6,5.92,0,0,1,0,1,0,23.0,0,159
9049,Australia,India,Melbourne,105,0,16,3,6.0576923076923075,0,0,0,1,1,0,35.0,1,132
45804,West Indies,Bangladesh,Mirpur,54,0,71,10,6.612244897959184,1,0,0,0,1,0,29.0,0,171
45451,Pakistan,Australia,Mirpur,114,0,48,8,9.5,0,1,0,0,0,1,65.0,0,191
28484,Australia,Bangladesh,Barbados,54,0,60,6,5.4,0,0,1,0,1,0,23.0,0,141
41731,Australia,Sri Lanka,Sydney,57,0,63,7,6.0,0,1,0,0,1,0,30.0,0,137
27777,Australia,Pakistan,Melbourne,87,0,41,4,6.6075949367088604,0,0,0,1,1,0,19.0,0,127
16233,Bangladesh,Pakistan,Lahore,77,0,44,7,6.078947368421052,0,1,0,0,1,0,36.0,0,136
45740,South Africa,New Zealand,Chittagong,139,0,13,5,7.794392523364486,0,0,1,0,0,1,57.0,1,170
37836,West Indies,New Zealand,Pallekele,120,0,21,4,7.2727272727272725,0,0,0,1,0,0,28.0,1,139
37709,Pakistan,India,Colombo,109,0,24,4,6.8125,0,0,0,1,1,0,38.0,1,128
31750,Pakistan,England,Dubai,103,0,19,5,6.118811881188119,0,0,1,0,1,0,40.0,1,129
50258,Pakistan,Sri Lanka,Colombo,167,0,4,6,8.637931034482758,0,0,1,0,0,1,57.0,1,175
1343,India,England,Bangalore,138,0,27,7,8.903225806451612,0,1,0,0,0,1,57.0,1,202
43355,West Indies,England,Barbados,132,0,17,7,7.689320388349515,0,1,0,0,0,0,41.0,1,170
55111,Sri Lanka,South Africa,Delhi,107,0,20,3,6.42,0,0,0,1,1,0,25.0,1,120
21826,India,Australia,Melbourne,50,0,46,4,4.054054054054054,0,0,0,1,1,0,15.0,0,74
49101,South Africa,Australia,Melbourne,60,0,47,7,4.931506849315069,0,1,0,0,1,0,16.0,0,101
53636,South Africa,Afghanistan,Mumbai,173,0,15,6,9.885714285714286,0,0,1,0,0,1,66.0,1,209
44566,England,India,Birmingham,44,1,86,8,7.764705882352941,0,1,0,0,0,0,37.0,0,180
34882,India,England,Kolkata,32,1,84,7,5.333333333333333,0,1,0,0,1,0,27.0,0,120
45751,South Africa,New Zealand,Chittagong,164,0,2,4,8.338983050847459,0,0,0,1,0,1,65.0,1,170
18611,Sri Lanka,New Zealand,Auckland,72,0,31,2,4.853932584269663,0,0,0,1,1,0,17.0,0,115
45959,Sri Lanka,England,Chittagong,110,0,38,9,8.048780487804878,1,0,0,0,0,1,50.0,0,189
33080,Pakistan,New Zealand,Christchurch,117,0,28,6,7.630434782608695,0,0,1,0,0,0,27.0,0,183
54734,England,Sri Lanka,Delhi,117,0,23,7,7.237113402061856,0,1,0,0,0,0,41.0,1,171
7786,Pakistan,Australia,Harare,64,0,46,4,5.1891891891891895,0,0,0,1,1,0,35.0,0,116
27267,New Zealand,Sri Lanka,Colombo,66,0,57,8,6.285714285714286,0,1,0,0,1,0,37.0,0,141
14140,West Indies,India,Lauderhill,54,0,48,5,4.5,0,0,1,0,1,0,20.0,0,95
783,South Africa,England,Southampton,37,1,89,7,7.161290322580645,0,1,0,0,0,0,36.0,0,142
2431,New Zealand,England,Wellington,82,0,61,9,8.338983050847459,1,0,0,0,0,0,41.0,0,196
44459,West Indies,New Zealand,Wellington,60,0,69,8,7.0588235294117645,0,1,0,0,0,0,43.0,0,159
614,New Zealand,Bangladesh,Mount Maunganui,158,0,14,7,8.943396226415095,0,1,0,0,0,1,68.0,1,194
27931,Afghanistan,India,St Lucia,114,0,2,3,5.796610169491525,0,0,0,1,1,0,34.0,1,115
40426,New Zealand,England,London,139,0,34,8,9.69767441860465,0,1,0,0,0,1,47.0,0,201
47296,India,Sri Lanka,Mirpur,34,0,80,9,5.1,1,0,0,0,1,0,30.0,0,130
50810,India,Australia,Adelaide,74,0,67,8,8.377358490566039,0,1,0,0,0,0,34.0,0,188
47781,Bangladesh,Sri Lanka,Chittagong,40,1,89,7,7.741935483870968,0,1,0,0,0,0,39.0,0,120
41638,Australia,Pakistan,Dubai,134,0,36,8,9.571428571428571,0,1,0,0,0,1,45.0,0,168
30026,West Indies,Australia,St Lucia,97,0,15,1,5.542857142857143,0,0,0,1,1,0,20.0,1,105
28462,Australia,Bangladesh,Barbados,37,0,81,7,5.6923076923076925,0,1,0,0,1,0,32.0,0,141
27845,Afghanistan,India,St Lucia,29,1,86,7,5.117647058823529,0,1,0,0,1,0,26.0,0,115
32447,New Zealand,Sri Lanka,Lauderhill,51,0,60,5,5.1,0,0,1,0,1,0,37.0,0,81
38752,England,South Africa,Chester-le-Street,36,1,89,9,6.967741935483871,1,0,0,0,1,0,36.0,0,118
34791,South Africa,New Zealand,Auckland,95,0,54,7,8.636363636363637,0,1,0,0,0,0,41.0,0,165
16888,Pakistan,New Zealand,Auckland,104,0,21,4,6.303030303030303,0,0,0,1,1,0,44.0,1,153
25696,Pakistan,South Africa,Nottingham,128,0,23,6,7.917525773195877,0,0,1,0,0,0,40.0,1,149
37420,West Indies,Sri Lanka,Pallekele,51,0,61,8,5.186440677966102,0,1,0,0,1,0,35.0,0,129
31376,Pakistan,New Zealand,Dubai,126,0,17,5,7.339805825242719,0,0,1,0,0,0,30.0,1,153
54979,Afghanistan,West Indies,Nagpur,84,0,28,5,5.478260869565218,0,0,1,0,1,0,32.0,1,123
51790,Sri Lanka,New Zealand,Auckland,40,0,74,7,5.217391304347826,0,1,0,0,1,0,26.0,0,142
55202,New Zealand,England,Delhi,97,0,51,8,8.434782608695652,0,1,0,0,0,0,43.0,0,153
21915,New Zealand,England,Manchester,54,0,62,7,5.586206896551724,0,1,0,0,1,0,36.0,0,123
17128,New Zealand,Pakistan,Napier,128,0,23,6,7.917525773195877,0,0,1,0,0,1,46.0,1,173
53522,Pakistan,India,Kolkata,107,0,20,5,6.42,0,0,1,0,1,1,47.0,1,118
38555,West Indies,Sri Lanka,Colombo,70,0,41,8,5.3164556962025316,0,1,0,0,1,1,47.0,0,137
20115,South Africa,England,Cape Town,114,0,16,4,6.576923076923077,0,0,0,1,1,0,26.0,1,154
10116,New Zealand,India,Hamilton,80,0,75,10,10.666666666666666,1,0,0,0,0,1,59.0,0,212
45363,Sri Lanka,South Africa,Chittagong,149,0,11,5,8.20183486238532,0,0,1,0,0,0,43.0,1,165
27865,Afghanistan,India,St Lucia,40,0,66,7,4.444444444444445,0,1,0,0,1,0,18.0,0,115
24042,England,Pakistan,London,82,0,72,8,10.25,0,1,0,0,0,1,54.0,0,185
52328,Sri Lanka,West Indies,Pallekele,127,0,35,8,8.964705882352941,0,1,0,0,0,0,38.0,0,215
25440,Sri Lanka,New Zealand,Nottingham,106,0,35,7,7.482352941176471,0,1,0,0,0,0,29.0,0,158
37411,West Indies,Sri Lanka,Pallekele,41,0,70,8,4.92,0,1,0,0,1,0,28.0,0,129
47175,South Africa,India,Mirpur,47,0,79,8,6.878048780487805,0,1,0,0,1,0,34.0,0,172
41252,New Zealand,England,Wellington,64,0,58,8,6.193548387096774,0,1,0,0,1,0,39.0,0,139
47699,Sri Lanka,Bangladesh,Chittagong,101,0,49,6,8.535211267605634,0,0,1,0,0,0,39.0,0,168
11250,India,West Indies,Lucknow,85,0,57,10,8.095238095238095,1,0,0,0,0,0,37.0,0,195
12746,Bangladesh,India,Rajkot,136,0,19,5,8.07920792079208,0,0,1,0,0,0,39.0,1,153
10263,New Zealand,Sri Lanka,Auckland,58,0,53,5,5.1940298507462686,0,0,1,0,1,0,25.0,0,179
27488,Australia,West Indies,Hobart,67,0,80,10,10.05,1,0,0,0,0,1,65.0,0,179
41615,Australia,Pakistan,Dubai,110,0,59,10,10.819672131147541,1,0,0,0,0,1,68.0,0,168
14434,West Indies,Afghanistan,Lucknow,152,0,3,5,7.794871794871795,0,0,1,0,0,0,34.0,1,164
14900,England,Australia,Southampton,108,0,38,6,7.902439024390244,0,0,1,0,0,0,39.0,0,162
48631,England,New Zealand,Manchester,155,0,19,5,9.207920792079207,0,0,1,0,0,1,54.0,1,191
9421,Bangladesh,West Indies,Lauderhill,148,0,15,6,8.457142857142857,0,0,1,0,0,1,58.0,1,171
16632,West Indies,New Zealand,Auckland,147,0,31,3,9.910112359550562,0,0,0,1,0,1,51.0,0,180
18565,Sri Lanka,New Zealand,Auckland,45,0,76,6,6.136363636363637,0,0,1,0,1,0,21.0,0,115
2749,England,New Zealand,Hamilton,187,0,3,4,9.58974358974359,0,0,0,1,0,1,61.0,1,194
2783,New Zealand,Australia,Auckland,49,1,91,9,10.137931034482758,1,0,0,0,0,1,47.0,0,150
2696,England,New Zealand,Hamilton,106,0,53,8,9.492537313432836,0,1,0,0,0,1,64.0,0,194
27628,West Indies,Australia,Sydney,52,0,67,6,5.886792452830188,0,0,1,0,1,0,25.0,0,138
16081,Bangladesh,Pakistan,Lahore,52,0,71,10,6.36734693877551,1,0,0,0,1,0,36.0,0,141
21720,Australia,New Zealand,Perth,135,0,28,7,8.804347826086957,0,1,0,0,0,1,62.0,1,186
44394,New Zealand,West Indies,Auckland,161,0,14,5,9.11320754716981,0,0,1,0,0,1,57.0,1,189
49871,New Zealand,South Africa,Durban,139,0,15,4,7.942857142857143,0,0,0,1,0,0,37.0,1,151
26578,Sri Lanka,India,Colombo,168,0,7,6,8.920353982300885,0,0,1,0,0,1,49.0,1,171
42925,Australia,England,Hobart,79,0,71,10,9.673469387755102,1,0,0,0,0,1,54.0,0,213
27479,Australia,West Indies,Hobart,44,1,89,10,8.516129032258064,1,0,0,0,0,0,43.0,0,179
51570,England,Pakistan,Manchester,85,0,51,7,7.391304347826087,0,1,0,0,0,0,29.0,0,135
11372,Australia,Sri Lanka,Adelaide,108,0,61,10,10.983050847457626,1,0,0,0,0,1,56.0,0,233
25643,Pakistan,South Africa,Nottingham,52,0,75,8,6.933333333333334,0,1,0,0,1,0,24.0,0,149
54195,India,Bangladesh,Bangalore,48,0,73,8,6.127659574468085,0,1,0,0,1,0,31.0,0,146
20233,Pakistan,Sri Lanka,Johannesburg,150,0,23,6,9.278350515463918,0,0,1,0,0,1,64.0,1,189
11731,Pakistan,Australia,Sydney,63,0,63,8,6.631578947368421,0,1,0,0,1,0,32.0,0,107
36597,India,England,Colombo,129,0,21,7,7.818181818181818,0,1,0,0,0,0,44.0,1,170
21891,New Zealand,England,Manchester,33,1,86,8,5.823529411764706,0,1,0,0,1,0,32.0,0,123
3789,West Indies,Afghanistan,St Kitts,71,0,71,9,8.693877551020408,1,0,0,0,0,0,41.0,0,112
11655,Sri Lanka,Australia,Melbourne,111,0,19,5,6.594059405940594,0,0,1,0,1,0,35.0,1,142
21114,Bangladesh,Pakistan,Cape Town,130,0,18,3,7.647058823529412,0,0,0,1,0,0,28.0,1,140
31201,Pakistan,New Zealand,Dubai,66,0,65,8,7.2,0,1,0,0,0,0,34.0,0,161
